,sample,feas,objective_function
0,"[-394.09622767  343.60781729  651.61178621  137.08566668 -796.53149204
 -363.34984876 -850.46327875  300.16384137 -674.99210342 -344.67199097
  232.80766422  308.46822413  912.82452517  815.28951158  208.85981493
  660.06642034  240.35936953  660.71927015 -640.5998632   329.29147395
  502.39231143  825.02366239  761.49239262  470.65974389  527.8489573
  577.89343489  734.14722437  202.27150441  658.38623334  815.45903043
  866.5274808   531.08770718  705.63273413  150.73836488 -565.15911551
  852.87088584 -424.74568026  396.27738027  816.32276962  674.15286674
  591.85547024  961.14410342  782.7931174   486.12866235  925.8342426
 -633.72026621  624.83947281  856.27167346 -904.26604305  152.33212272
   20.09146734  338.554345   -329.01361835  566.80536495   54.09310727
 -828.15776858  911.94124891 -844.99148612  851.24415751  267.52806064
  392.67233525  335.65741658  128.69057847 -756.13904146   83.93813547
  507.65471282  579.73675061  948.23365447 -725.17205794  137.68819273
   37.77389881  405.96082944  188.15757007  748.53553321  242.81527186
  436.07285274 -955.31815693  987.99215508  915.97099193  999.98436985
  360.4187123  -699.84972227  860.90885685    2.66221649  208.73443694
    4.32686159  662.62523479  899.92101472  566.72606485  323.33526261
  444.98159683  451.79469859 -204.82083224   84.61730112 -544.04444486]",0,
0,"[-168.27196462   90.79415364  531.82829177  436.9693072   553.9542505
  765.49357437 -956.95699047  346.42160123 -913.55238923  150.48350447
  481.66008361  404.23908094  751.63880965  580.0822482    32.32667192
  397.29142048  120.92314563 -641.4977622  -286.87611813  687.58340113
  831.314669    958.28154717 -989.86539307  323.83455226  495.7746986
  929.89522319  601.95888248  950.78999699  206.2480863   464.05584964
 -338.81480308  607.62939259  798.32709174  670.41619337 -885.90502139
 -705.02758791  355.653286     69.23854628  832.4626377  -539.78694108
  671.15870948  520.01858045  315.64217401  861.42441043  613.47720721
  722.18388112  523.26389051  641.44270396  310.12260996  410.26656297
  506.58998554  781.70530689  127.64575584  614.49872777  763.70257412
  -56.6410836   935.62669829  315.26088599  266.18792605  600.34240749
 -930.40266037  450.55040222  485.6822671   966.49077732  647.16270721
  595.39130345  459.3011537   159.98268303  598.03937537 -826.82536397
   61.37340983  260.33011808  770.30787041  566.19744119   -8.73936088
  525.54826623  -89.56415217  727.33915805  359.83935395  699.58793931
  468.10207296 -993.62742286   64.692742    534.71971954 -683.98036541
  497.58260281  333.47432288  633.06955     273.77991073  767.08642937
 -541.77465345  312.33824203 -306.14511928  686.10700655  122.63179629]",0,
0,"[-131.92773123 -922.50840645  746.6542178  -314.95606287 -878.91752203
 -612.29303981 -419.90360714  103.96660989 -220.56686799 -642.99528099
  806.8155073    47.68986179  111.31396862  314.18553804  149.1092581
  502.96255768 -931.71262398 -111.96047783 -598.9637755   120.0373456
  320.6711706   795.68761696  359.23017826  716.44051033   33.41836645
  735.70792976  185.09796592  917.21639471  822.59231045  980.10000377
 -747.47018776  324.24101664  925.27785618   71.04135939  252.10475792
 -640.43964693  790.93008434  847.9045846   945.75033647  206.43789681
  134.26870378   90.57461753  329.08118051  343.38815008  748.64844591
  872.38678758  160.31224597 -767.40374535 -667.25208025  135.85724276
   39.72099711   80.23456211 -746.46227937  578.3760585   895.33305736
  900.27460181  937.5296205   851.97506425  603.9064805   418.0052411
 -359.51526433  523.61566012  440.5311064  -636.05259798  666.6788166
  286.91184312  992.52711006  726.82566865 -841.02778832  -22.66806359
  243.13847937  638.51715642  888.17054989  448.45514074   75.73370652
  851.94130429  502.31905933 -387.06899244  787.74165844  893.69796148
  245.0949553  -273.5910467    86.98242587 -465.63583183  724.62552653
  138.68395586  229.64447792  220.39806664  660.53420602  412.51601245
  541.65671109  327.46419012  379.50449895 -742.83714262 -175.51544979]",0,
0,"[ 160.31775907 -172.01357314 -596.67244532  155.88236144 -181.01379214
  881.9899046   250.58297139  109.75019282  867.4713826  -830.78986107
  218.17995323   83.20592313  585.07665554 -231.29466062  247.90098739
  535.94485524  -86.13416847 -291.70714817  623.61035323   56.60825252
  451.33022776  673.48859523 -512.43101663  596.69584468  993.48622848
  945.3150384   537.10591403  293.24155901  186.56374881  219.34947405
 -422.3874045  -981.52614463  867.80126227  398.88752623  152.04824502
 -116.35934051  624.93815014  950.53258867  216.59008334  673.2573462
   92.40555335  423.58859568  574.18581976  392.27828596  195.73725549
   98.68397623  189.72935067 -864.61224265  277.96229632  852.45391794
  424.76224915  211.18828653 -611.04156218  677.02620366  201.46887159
  190.07517419  697.20926435  536.81219863  126.86817817  399.26690617
  818.78414646  996.81969096  557.10514368  802.98308694  377.76322873
  543.73104761  441.87796823  852.41071643  439.76029813  922.63065692
  578.04207116  708.41957559  159.42109875 -607.85700094 -559.99090891
  154.50397401  900.36033815 -296.70561712  527.76006385  890.05491298
  633.17226492 -598.50192198  584.88929905  -10.88206245 -645.52443831
 -385.24256538  292.50926468  909.83037872   65.98957052 -111.17484213
 -946.21864124  882.36275686 -121.84588521 -958.2474324  -332.56695874]",0,
0,"[ 523.57096859 -602.22807938 -414.30666681  -88.85303636 -946.95098584
 -171.79404571 -807.80439063  676.56732127 -365.97831693  266.98223341
   58.97784278  250.55327935  950.96807568 -768.13959008  907.11934058
  628.50455153  272.04900932 -395.76126966  -42.64623209  392.73918749
  104.05361366  643.27893202   48.66942582  774.70730866  572.44597369
  620.28174396  877.65832715  513.27912047  401.31549467  482.96564487
  693.27360395  -50.8750822   938.21976976  802.9968842  -521.19817996
  572.5954848    81.26692079  155.69538972  184.50729661  916.69788906
  278.82158713  434.2528684   784.60701214  664.12559944  601.94115429
 -747.0075001   503.19873665 -280.68643233 -979.21080336  779.07733299
  169.47517106  539.37457061  514.5063051   144.82382989  502.50645141
  536.3151672   224.43962882  724.61426133 -804.79020908  744.4192304
  511.98469016  967.76012509  588.49258678 -160.05195462   52.48271705
  978.76266698    9.91749002  390.97801691  994.15382464  858.89294761
  394.4635086   741.25863485  830.01806387  855.94525981  459.48961625
  132.94144281  148.28546177 -459.24520875  135.8590066   585.25387252
  495.23057394 -164.66788132   70.28913992 -277.54039346 -258.90002484
  810.4665021   438.96437027  627.88498089  241.58558575  181.62926978
  227.70152552  210.94679309  138.6256007   948.81357879  -61.57238795]",0,
0,"[-129.36464507 -129.20550047  -61.96670855 -649.92854167  955.00399205
  643.9269286  -627.55435636  759.46284984  263.26935944 -534.38050505
  946.80269848  950.64829971  775.55875693  353.33425471  845.35542653
  486.9006356  -873.33770294  830.99727404 -117.56992541  664.59266135
  626.29582322  460.67575516 -400.05900343  521.65600122  443.00545597
  456.97938571  896.86034588  980.37828694  665.34818092  423.54480632
 -647.39728695  859.17509396  372.65918942  643.3176092   174.04608002
  131.03018341 -704.39441915  767.38163121  811.47255245 -163.54423402
  332.04733559  662.0422069   975.38383312  468.1207061   237.58950256
  144.17015053  171.97613839  343.41801384 -436.9592675   748.29996326
  434.73755205  299.27954498 -535.20725786  992.64504236   13.29831016
  570.02286458  196.79717823  252.85974288  847.91553218  251.91236934
 -358.07544024  579.97970286  126.51912132 -156.66979433  500.6033014
  703.57676729   36.04077566  443.36654834  126.8329358  -947.82113592
  633.12752574   51.44119791  710.58561174 -398.61302341  496.20272948
  494.8482799   873.71281797 -861.45771712  723.86675387  717.806498
  975.73067759 -835.45987954  787.15994505 -302.75778056 -428.23015958
 -103.4522084   496.60464762  638.62140155   75.94644897  -35.07046675
 -510.61977857  336.7638151  -971.86134719  684.07117432  958.15056596]",0,
0,"[-294.68269913  657.40778675 -626.58065546 -944.31696585  938.64444597
 -556.55518907 -511.24575481  281.29929705 -266.85112688    6.2998252
  817.52728316 -150.94390435  618.73835782  -10.18729278   97.21729414
  623.51676528 -409.47486555 -474.82507258 -533.80539613  940.31572724
  214.98823729  868.0992828    46.21286015  942.7404912   241.06816235
  407.11402966  678.01030262  687.74314368  730.41788062  188.78109092
  148.00504933  337.30487577   21.97218852   61.55430374 -860.78920347
 -683.49662961 -387.27342858  517.83839169  802.72147626  123.16439364
  912.52481256   26.48320115  354.16121282  847.620659    612.50927362
  715.92981211  151.34470176  692.13780703 -735.37452314  360.02605388
   14.53613421  352.9326869  -110.85076206  243.42883898  653.05793895
 -259.83227538  154.48557894  355.90541284 -883.31567704   55.17989841
 -945.3197289   913.93784924  278.48342069  968.6316548   963.12929926
  536.65122429  895.01999642  614.23585417 -438.04747248  356.39904654
  602.17049965  948.05969338  136.55688866  342.2459948  -208.44142215
  231.27900916 -635.24869939 -824.1258802   301.31333661  543.54436028
  179.84364128  261.80036941  680.16627159 -834.50204824  537.32693097
 -392.99191606  690.77071601  281.03744781  852.32151348  961.85898486
 -548.53421078  826.04555539 -369.77480397 -500.16313112  260.75556255]",0,
0,"[-691.49034202  581.45934848 -961.8621269   808.02318421   69.72466214
 -106.48826073 -250.38135763  709.65217741  900.21803069  758.75616928
  865.15590463 -378.70769667  224.76880036 -613.02865759  182.10533348
  938.62243652 -364.17017998 -624.06145086 -396.98137215  998.91487439
   40.90225005  274.23710761 -100.99084134   35.2595434   441.07188111
  642.56444933  990.57147823  735.4453667   351.800863    632.11573553
  548.3885659   268.96818732  435.69845331  439.44667775  191.96799779
 -583.80691751  683.73469712  162.27015521  355.17840233  918.05710991
  477.98153496  832.02736091  220.67842817  743.0024841   885.52246462
 -597.371316    493.57289254  512.71488797  941.58522714  600.12792944
  131.58410803  542.55872444 -320.15751019  899.67150411  437.25038266
 -227.01567274  629.32914322  105.03651788  214.92544849  650.32019039
   27.85285508  934.32479354  874.41353171  991.09947358  687.7685175
  192.02956559   48.97865354  388.25848693  531.26993326  376.38451948
  903.54393007  648.38735077  971.88031029  693.98144712 -613.07696131
  395.22571141 -102.37755882  481.08931879  949.03870472  817.53398979
  348.01650392 -933.37950807  764.80359057  -75.84973505  154.01206188
 -535.03414398   12.30243256  394.28198996  538.992418    581.84108697
 -381.21768527  757.95291956    9.53424423 -126.47602145 -770.44959681]",0,
0,"[-715.21241804  360.91426882  357.99353774 -970.61508025  422.95220018
 -389.0765984  -829.33161307  295.16767122 -387.47054369  815.37019349
  407.51954949  956.69390869  143.48234171 -287.26967884  169.98527817
  643.4854522  -359.56432553  971.75713947 -661.04965024  279.17927275
  574.99607253  799.6665234   784.64752969  210.07757126  618.36455459
  989.10185454  431.63025315  648.96292273  710.50924158  170.0594236
  232.0456116  -286.28074942    6.79969999  209.02218671  138.0484595
 -171.12738236  174.20735272  369.25844373  283.50941155 -130.61292063
   99.8436656   917.36940206  834.85420102  768.63909132   79.98449586
  804.05803406  969.32120056  391.96451067   33.77451179  590.33234619
  699.20086083  422.04560573  367.95335768  956.97903178  859.6217226
 -767.6606683   890.55543378 -643.02758429  493.86203943  170.58856076
  939.14170285  261.52025225  786.40457845 -622.04724666    1.78662738
  417.12939253  562.04831854  797.59949928 -922.08962552 -768.36791776
  997.84009845  989.04022075  710.37361119 -268.6594951   -93.93935006
   47.94120536 -662.86572856  873.59206944  872.78426289  599.46275173
  306.57866214   17.9123668   635.94827956 -982.68519771 -862.15437236
 -142.81430649  172.3600825   258.17034761  926.8517314    32.95431744
 -736.86320779  755.41456731   84.26867364  985.28378023 -444.43224403]",0,
0,"[ 762.09179537 -643.14607409 -361.44297582  248.24181884  886.47207581
 -957.61408196 -297.05710121  900.79944385  437.77290265  695.40239012
   73.49303765  -74.20002968  328.98266914 -312.28932902  631.41884642
   84.60914759  455.15844018 -438.02470172 -880.45543846  991.98585454
  609.02568805  671.52396682 -193.106648    149.54814047  913.82448262
  159.25728074  640.15493741  856.15297089  305.60545577  637.82782383
  784.01097595 -114.09976295  126.24585726  644.14443411   -7.97819802
 -240.1093594   672.26669495  215.28089791  597.63382051 -588.6831643
  164.0626967   320.50150221  220.12276645  740.78405896  206.91604786
 -671.31339689  352.15318116 -998.8652195   712.5672618   790.63505533
  532.78531553  162.41110708 -197.19801392  323.03761767  927.0933081
  959.66596774   96.14634917 -233.66991678  532.68174288  431.52432586
  221.83715916  845.0739827   263.72855423  676.01212587  941.75691095
   67.00173224  218.92681866  808.25132761  351.31493385  694.72764791
  660.344308    124.7942012   968.45884309   49.40189134  273.02813971
  171.57179915 -384.03738122 -518.91753308  105.77477915  883.0284131
  115.65446062 -394.77395735  646.25434924 -656.34689831 -980.17961588
 -969.78480585  764.14557231  598.22902193   58.73548345  171.43493181
 -658.81670768  851.24759045  -16.77918854 -109.84943127 -426.98070112]",0,
0,"[  97.48640441   33.88369723   52.21944094  759.15225605  449.26356414
 -508.77631516 -583.05578435  452.97506292  540.82276628 -990.34473863
  287.8236587  -317.83525429  641.90326261 -192.47196353  266.03105082
  746.51930164 -157.89099341 -541.65075115  164.78941887  902.15541753
  418.19884334  191.89094633  974.01335399  499.58349696  697.57672806
  976.51861095  732.52827936  871.45171876  112.71851734  511.46906719
  523.56659747 -123.70606384  217.7212417   716.21765172 -726.95320585
 -388.58587894  168.80381806  183.74390274  630.46211245 -919.16946661
  106.12902673  639.99676999  906.48228582  383.20671964  262.37501164
 -521.32984421   95.64957741 -298.99676486  106.8088198   509.59712124
  522.64428886  957.58227544 -662.1902256   403.36649659  714.02828194
 -917.11524373    2.2470263  -651.00362479  526.51927701   25.78785198
 -701.32399215  262.57095792   68.68496386   50.03100726  795.41732191
  636.57290692  507.80602584  562.90599366  135.57771314  -89.61000245
  989.93010982  782.2475582   147.44670908  564.8866403   325.78910513
  167.24184525  -72.12862291  868.41330204  975.72940086  774.09616502
  324.36720284  152.21054415   32.97855959 -237.87327911  210.88434617
  727.3308978   725.33003993  883.94477738  596.55087867  865.1546808
  291.89917353  157.84599475  148.86826219  -35.67386318  650.33194882]",0,
0,"[ -65.69348909 -915.07034703  349.84268378 -296.76207337 -568.83577116
  980.27410026 -530.27120829  163.04552719  576.48036902   74.1966982
  875.59429804 -361.66321341  332.56522752 -913.29557015   56.64855419
  190.30564025  816.55133375  705.1429404  -803.98846733    6.20266952
   49.44067467  421.91719979 -793.21375757  725.76879474  801.0059041
  284.45644224  259.8736119   808.53917292  322.85168262  514.98982866
   43.51866341  537.46725229  419.62625804  596.53532321 -553.71440236
  903.56079902  463.155131    990.80766629  469.90624567 -397.97829707
  943.67748912  905.28310657  161.46492353  558.26936809  446.94261875
 -200.5160671    79.68387328  -18.83638579  427.91459959  817.72828094
  445.61513073  100.54925441  294.3236826   772.44256593  633.24776332
  636.43111321  127.49524016 -731.75479906 -146.11244541  306.43731036
 -958.82668519  615.86129599  920.72562206  133.91186491  368.87533264
  805.01768173  831.4205661   545.47829387 -937.35515156  742.56967378
  307.32488458  693.92417416  235.74878003 -438.42792602  800.69232757
  443.90363614 -226.98730708 -129.45392093  805.2063919   502.96674999
  932.8080299  -368.6423316   507.77348371  220.66442134  960.99988186
 -550.27658618   59.408107    757.92430728  170.9004878  -458.52054342
 -618.12242581  129.90827228   10.34112395 -979.88079966 -164.39211797]",0,
0,"[  45.98684145  553.19585098  388.70307257  440.09230755 -151.51281108
  763.05921595 -893.50736129   77.50281304 -962.9168723   536.98516321
  413.29587267 -191.69187176  171.33791058  179.84600987  639.47732853
  517.04525717  484.69946596 -715.50768294 -579.19511296  251.47626823
  490.81608716  387.13815658 -939.24895466   15.70458641  387.57363955
  693.4302921   769.18802757  237.83775323  754.64895913   10.81994393
 -699.79586333  780.48164378  310.23404472  103.91856896  475.52530488
  685.42225534  -49.56353439  745.77908586  887.51021681  679.15285568
  336.81600913  397.51054715  318.47178868  635.46664525  737.72875567
  168.9110552   203.7751277   649.22796565 -889.22650426  710.51226015
  320.42419262  592.30991176  421.6774487   517.81090345  709.97604744
 -269.26187651  564.06499746 -139.40757155  583.51684192  219.30741139
 -819.23658092  186.75533883  212.25398722  999.09462468   22.81644702
  886.36366845  788.86971625   48.93765371 -933.43606506  309.83788031
  813.41440704  574.34343407  826.90640389 -982.9936777     5.67520318
  480.57349774 -659.14389891 -892.64367297   60.25161559  537.45715007
  859.8867247  -597.79630329  845.4078881   335.04593886  949.09755388
  485.52844997  611.15718236  409.19953901   15.57706638  867.01409522
  333.3979124   844.35402658 -673.62730091 -445.52750749  597.33971883]",0,
0,"[ 385.20471657   49.82474611 -142.82292546  516.02053083 -756.20581038
  176.66370137  770.68493228  641.03962334  -23.49498617  393.92689615
  532.41440754  139.23235986  208.55883341  222.66774838  255.29458933
  708.34237251 -985.71623793  105.8875497    82.75768003  415.00526406
  481.54974649  843.48778732 -211.57313175  848.03536749  433.33244203
  470.6598555    56.44254716  774.54761589  589.43838326  669.79376341
  -98.68343257  627.18844734  768.87007384  355.3001501  -588.27312117
  -20.56309232 -897.67145097  174.33071292  623.01513844  126.39995503
  978.90759159  536.3121054   308.27780419  750.30658413  629.4554141
  -15.29128056  691.579367   -324.12181818 -487.15929321  983.47136956
  823.22072247   36.78494888 -343.80210495  247.83476449  395.75930349
  474.34004038  850.55280211 -749.20076192 -858.26052012  607.57693858
    7.13257741  577.11380351  856.26773026  621.51616924  138.78651392
   26.79042335  223.87334051  679.03521016 -804.56641189 -123.1952457
   58.93193844  321.10261733  403.38878304  866.52602724  907.74001027
  515.48593511 -822.5274722  -650.6805771   800.06552763  414.46381952
  671.61133726  742.03130051  233.22766041 -723.07574569 -443.04939751
  470.68257622  898.7581994    70.8786853   547.733867    992.81315086
 -797.53901147  660.46017761  593.2956606    51.78862218 -858.50375311]",0,
0,"[  21.8487277   200.52787955  879.58812705  584.83341311  -36.12811709
   66.37698102   82.01328855  702.23546376  882.38940702 -971.4826752
  599.55989799 -373.32601934  281.80364925   57.40004138  976.30248742
  311.33011973  420.61828544 -801.13635506  652.82040812  808.1716443
  889.36523433  318.35145837 -648.47996324  454.75852756  719.22945035
  659.16777861  959.40979924  272.74469441  121.85504081  453.29976947
  126.05612263  620.41225157  580.60890982  279.62530304  -44.00093481
 -524.67702812 -903.14629131  647.95708758  110.51615349  668.68393497
  875.66139388  594.59167801   67.19031638  882.63076998  401.83996901
   73.86910411  634.57379938  594.36297747 -934.19542536  872.7445569
  511.90831426  459.08940084   91.38357297  568.43923207  439.26075585
  400.1132429   244.53165059 -114.88836837 -387.63196866  601.6690861
  754.57445922  100.54928069  661.9155653  -413.22707501  708.37378094
  205.08425838  234.56464991  192.2861078   394.55187408 -574.21366779
   66.79979613   18.20388125  802.07574708  828.26874616  378.74795241
  374.91851616 -200.10673922 -101.36983292  432.22925864  672.51281737
  423.73619697   98.56364756  349.11492178  950.95559579 -842.56667743
  758.633771     91.00453216  729.11607842  138.14267861 -385.58498854
 -901.54938452  149.43382067  356.19287424 -409.97244326 -264.2747699 ]",0,
0,"[-951.47326053 -974.64869796 -877.96218504 -551.34995569 -983.60664095
  555.63406482 -514.44781931   40.45139256  592.04070149  602.12203296
  281.10508877 -833.01041008  211.80084747  365.37747051  416.91697099
  576.86742831  949.12696833 -307.49820412  318.81498642  768.81499471
  415.21818974  394.86813235  494.27884473  520.80554228  251.1471815
  708.16271948   37.99951126  909.20265422  331.13450713  962.06456073
  257.79360071 -151.28743204  752.77373015  803.75574391   35.80269278
  163.43003222  499.47164656  115.64854501  997.69063718 -204.13815888
  345.71643319  211.57338873  185.50380087  524.36561834  263.96322291
  611.30717615  496.719602   -783.34440323 -479.06240965  347.92914754
  279.88575024  377.90609056  433.12765369  220.38541116  953.19326928
 -803.85987244  582.19772967  852.72122083 -812.88857289  934.23874779
 -952.61008038  778.24164652    9.24530906  238.60869336  570.58023278
  295.31446931  904.75075809  566.66586221  -29.57054168  -47.38580148
  201.03702068  533.09562126  836.13484721  902.78729109  328.36044837
  932.21615785  -49.88187557  -76.79343473  852.84938405  240.10005848
  950.76519941  105.58931641  617.40634663   72.31418193  549.3473792
  716.83248237  459.65553664  105.67338186  411.4710471  -862.48400629
 -794.34688048  117.56546826  396.87300275   31.02064409  408.01678662]",0,
0,"[-855.15708432  537.66240325 -334.90729995 -865.57456584  675.12720822
   67.51772081 -482.19233964  597.4356057  -666.14521752 -331.981093
  958.8870133  -615.54240477  989.24910409 -671.7918153    55.80907793
  972.32027708 -593.60099296 -605.00357116 -358.0203069   151.93164464
  648.35719232  333.3315557  -904.41328394  693.73704293  326.52333693
  825.18225016  474.48718785  931.8002629   370.07082178  900.85223742
  663.48341576  336.44215217  782.53664338   13.52068489  196.46557702
 -796.3230798  -173.87910336  528.52845216  700.08643123 -143.83936213
  390.55116932  478.97079903  472.78586466  684.19224058  470.24627981
 -738.18361825  469.77404542 -104.44901712 -716.68988068  235.61800253
  219.46551059  605.32168216 -720.00374139  486.53848134  786.03380214
  695.85047665  281.12883851 -776.94515121 -997.44472166   14.17148706
  599.06110233  903.13502052  535.5168827   -87.27781457   79.20504913
  729.72971111   72.27013675  631.50455688 -894.18760113  773.57308979
  230.7897503   837.59947125  755.57473221  516.9001783  -462.80169857
  506.27367968 -339.90569294    6.14538036  539.62933468   95.91364286
  671.3262868   968.81969173  993.08678294  951.91900123  323.39382148
  469.46214206  648.75618217  149.7894387   621.40644273   14.47043918
 -107.68643013  138.27168679  774.06908222 -600.74222428  211.25875973]",0,
0,"[-255.85140652  177.70644381 -192.48712326 -498.89387562 -618.23053656
  751.34354755 -964.82448297  295.60139323 -226.50531417  -19.26208337
  974.64005065  116.35707657  152.76044892  244.94165802  650.77160184
  270.92767136 -680.40301092  596.98697965  720.46919419  308.7804262
  133.37468988  414.46808913  224.00267318  340.18191778  721.73713795
  620.62020958  787.08781201  669.21723643  254.45046622  613.42640009
  420.97067081  689.28765544  193.36018245  316.19530292 -125.48242572
 -881.58935856  821.33848465  577.08554481  808.01533487  307.50433962
   73.9866431   378.79122444  813.27687373  817.50459152  927.77689691
 -626.87312369  903.88818706  995.96888882  202.13356285  911.5556912
  359.61621118  572.77384261  277.35849781   77.60120271  512.48428289
 -197.08234607  261.25896542  300.80086139 -953.01294621  425.56412912
  114.23883929  472.47640525   33.48939952  142.28641141  608.04457475
  861.31633552  667.75969663  528.23547568 -347.09351757  914.21505037
  613.54801525  872.16211062  126.97477041  549.69611841 -630.9300411
  906.96780293 -872.17431448 -981.69829573  522.960048    815.78015937
  903.50473537  815.11361593  476.52113144 -672.52749567 -755.92776184
  -54.01186033  637.07207055  649.40712981  383.78174011 -326.46369562
  568.64629983  813.64612196   14.17723888  874.81906556  978.72312554]",0,
0,"[-729.4365554   171.170002   -176.07033796 -982.31419824 -309.79013224
 -979.99367073  756.17446567   35.81778168  969.3495997  -975.34218622
  960.25297356 -637.43943049  538.22369367 -813.68822243  520.35493656
  734.40289552  595.6740707   -36.31865436  512.72026716  853.5921464
  657.04881818  396.12130285  642.28041604  261.74091535  364.84990388
  791.20099761  824.2710517   393.02913498  826.63646725  671.33158263
 -190.71387872  539.71249952  411.00976076  739.58194831 -463.42763599
 -211.77640931 -585.56160077  108.96151546  713.2490551   654.18860837
  100.14504949  583.60971178   33.57811091  345.72085342   17.33521535
  115.71349951  189.16361486   34.68210679   42.6661797    96.06722275
  185.88755018  404.27389632 -969.68331087  212.36064202  308.94121049
  897.79084824   25.59511794 -474.13150234 -947.56556455  303.57294563
 -748.96980625  567.48049246   83.29214414 -248.29434326  843.09638849
  943.93797848  521.11272208  479.45582884  287.04718513 -927.90700976
  694.54181461  207.6273146   303.82300133 -320.00982975 -331.85287827
  872.6333514    70.35650003   -7.00296349  451.29411535  806.52819529
  452.39228149 -276.1057411   403.48407977 -648.91799765  759.63939562
  872.07789116  647.65216639  256.12435149  470.2875165   912.77747356
 -229.59160979   25.8658013  -432.21691216 -149.7906809   786.37336745]",0,
0,"[ 167.36555625  797.60422917  553.59090279   89.42172015 -495.52417782
  922.02662203 -212.04620675  183.86324327  853.15756801 -996.83029525
  150.97521918 -792.51365273  479.4725094  -954.21644447  117.61863423
  158.58244469 -611.69740544  456.6133526  -401.35572157  646.03042869
  135.08107038  181.20555898  628.6316241   379.73720441  754.58870633
  774.95630492  328.39046558  356.25447888  409.43782614  538.52279729
 -692.37000096 -514.57443116  123.19069369  741.51016363  137.40216583
 -989.91375878  459.66854391  384.41121746  793.83434878 -843.81691568
  327.83741056  372.02426188  541.12472803  997.1672987   393.41272971
 -605.34893023  995.40572088   33.75928725   78.44661534  928.22704312
  416.44523803  545.52573861  152.85882881  644.19107838  821.37001589
 -110.59566364  642.30124544  906.45490468 -928.285879    265.77570582
  186.60545408  154.28879742  654.5072559  -488.42805967   81.62842815
  313.76292235  364.06551114  447.50332216  -84.64797111 -939.44271649
  809.36093825  499.7892418   906.61817737 -521.81733234  806.87885778
  263.87952276 -243.47075758  988.47945761  642.4244592   180.47228452
  287.32609916  928.15777227  470.65057147  941.89770865 -232.91560398
 -759.31418097  893.86674401  508.85774661  871.94303934  915.59249282
 -443.01086761   38.2974833  -304.29873265 -255.20660216   12.71196443]",0,
0,"[-2.19779887e+02  2.04766439e+02  3.48144992e+02 -5.41737221e+02
 -8.29786899e+02  4.80574951e+02 -7.55515064e+02  2.24285499e+02
 -5.81361332e+02 -8.34077642e+02  1.50166187e+02 -1.41074512e+02
  9.30023697e+02 -7.85135138e+02  9.07913561e+02  8.06040658e+02
  8.55002231e+01  3.35305896e+02 -2.73752720e+02  1.06175254e+02
  2.86870029e+02  9.84850389e+02 -3.49616412e+02  4.20532012e+00
  3.35696774e+01  6.33466283e+02  4.79546971e+02  8.73487861e+02
  6.20506048e+02  8.18575935e+02 -4.80459658e+02 -6.41396158e+02
  6.29296722e+02  3.38538707e+02  4.98675758e+02  3.84447596e+02
  2.73167981e+02  4.66503621e-01  4.66400335e+02 -3.91811882e+01
  6.45628772e+02  5.85578227e+02  2.54668769e+02  4.70032158e+02
  6.26794184e+02  9.26200647e+01  2.13836289e+02 -5.02934030e+02
  1.28321752e+02  6.93335016e+02  3.59018280e+02  4.62064271e+02
 -9.12917991e+02  3.76903624e+02  3.11141559e+02 -8.33155035e+02
  8.23380856e+02  6.11753026e+02  9.56217009e+02  8.64931855e+02
  8.06835928e+02  7.12846048e+02  9.03116631e+02 -4.98386566e+02
  9.91279906e+02  8.29918920e+02  7.79993150e+02  9.83839689e+02
  7.73501834e+02 -3.29361155e+02  7.50157821e+02  9.95230300e+02
  6.60089330e+02  1.61066972e+02  9.15972820e+02  2.03918150e+02
 -8.85660543e+02  3.57093618e+02  7.84684355e+02  5.10100353e+02
  5.00472105e+02  9.92405833e+02  8.27055282e+02 -3.94476948e+02
 -7.26981464e+02  2.78182819e+02  9.10431606e+02  2.90695245e+02
  7.09155428e+02 -3.49531792e+02 -9.92176459e+02  5.88916581e+02
  8.80807808e+02  2.91216140e+02 -4.61210230e+02]",0,
0,"[ 429.91965036  694.2737737   618.88276296 -960.21824249  862.44201503
  693.05469785 -295.16550095  439.46834699 -260.15127219  154.56945138
  834.43099035  994.93022368  922.787861   -630.61693044    3.46083541
  625.30987403 -526.67374317 -863.62182153    5.61935318  656.04180858
  873.45265052  362.30282259   44.39685478  118.06934833  534.96179887
  152.77294534  439.2301131   734.31323749  681.96214646   63.90334989
 -204.25056789  166.79359964  373.07884075  820.45041319 -589.02104042
  387.28035574 -314.75859095  863.48878198  535.44083146  545.68088288
  897.17998008  900.13169959  915.68903904  538.12788972  746.79098171
 -112.98935255   37.81727585 -217.53559298 -575.93510485  676.22915362
  758.61351245  290.77178601 -393.51830637  801.16959296  541.36879297
 -732.95596541  198.42820865  831.94845723  346.36923317  463.69398876
 -955.678831    118.25198984  797.44585475  898.90659898   65.30526221
  638.22667069  373.88302078   82.67398992  230.9340483   738.53568168
  397.23109792  510.76867305  316.58275419 -978.24759356  390.01418616
  579.34833496 -719.69157383 -244.11366193  695.82922004  434.1280226
  894.32574138 -551.11006539  555.73353414 -741.7515203   639.77676935
  871.58058627  970.74700895  808.53238996  782.29261289   49.42749023
  -65.38036394  747.13341564  671.30630281 -576.37404218 -810.81505816]",0,
